time,s1_temp,s1_hum,s1_pm1,s1_pm25,s1_pm10,ref_pm25
30/08/2021 20:01,15.7,52.84,3.03,4.68,6.19,4.1
30/08/2021 21:01,15.74,52.79,3.58,5,6.18,4.2
30/08/2021 22:01,15.72,52.32,3.81,5.36,6.66,4.6
30/08/2021 23:01,15.8,52.55,4.66,6.5,8.04,6
31/08/2021 00:01,15.71,52.29,5.4,7.65,9.56,6.6
31/08/2021 01:01,15.82,52.54,5.58,8.06,10.23,7.2
31/08/2021 02:01,15.75,52.01,5.91,8.66,11.1,7.1
31/08/2021 03:01,15.88,52.56,6.11,8.64,10.8,7
31/08/2021 04:01,15.93,52.68,5.99,8.34,10.3,6.8
31/08/2021 05:01,15.9,52.23,5.47,7.87,9.96,6.9
31/08/2021 06:01,16.02,52.7,6.4,8.39,9.9,7.1
31/08/2021 07:01,15.85,50.68,6.88,9.48,11.62,8
31/08/2021 08:01,15.89,49.85,7.68,10.46,12.7,8.6
31/08/2021 09:01,15.13,43.62,6.85,9.27,11.2,8.4
31/08/2021 10:01,14.67,39.22,5.13,7.43,9.43,6.7
31/08/2021 11:01,14.24,35.76,3.29,4.65,5.81,5
31/08/2021 12:01,13.78,33.15,3.81,5.68,7.34,4.8
31/08/2021 13:01,14.21,35.01,3.01,4.3,5.42,4.3
31/08/2021 14:01,13.87,32.48,2.72,4.25,5.67,3.7
31/08/2021 15:01,13.38,28.88,2.22,3.55,4.8,2.8
31/08/2021 16:01,13.9,31.76,2.3,3.65,4.93,3
31/08/2021 17:01,13.87,31.48,2.31,3.46,4.48,3.2
31/08/2021 18:01,15.34,41.17,3.01,4.3,5.41,3.9
31/08/2021 19:01,14.94,38.89,2.85,4.16,5.31,3.9
31/08/2021 20:01,14.9,39.67,3.47,4.8,5.89,4.4
31/08/2021 21:01,15.19,41.89,3.29,4.56,5.61,4.9
31/08/2021 22:01,15.65,44.1,4.12,5.77,7.16,5.1
31/08/2021 23:01,15.8,45.17,4.2,5.96,7.46,5.3
01/09/2021 00:01,16.17,48.5,4.59,6.56,8.25,5.6
